session_id,label,split,group_sha256,event_token,verification_result_path,trajectory_path,projection_request_path
cocc-00064-cfd5869891,1,test,8835f492a7c86f65d900be580894bbc8f8becf17daa5c20ca2ba9526c7f7adbf,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00064-cfd5869891.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00064-cfd5869891\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00064-cfd5869891.json
cocc-00065-413583b258,1,test,a5e45791a59e46e829080e10719763bd4297d8e7095859779a4d5c1fd10fe320,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00065-413583b258.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00065-413583b258\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00065-413583b258.json
cocc-00066-faf0cd180c,1,test,5ca78d60306335e9cdf1efa886dd54cb3d06100d29c1099f11c1389e15ca0816,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00066-faf0cd180c.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00066-faf0cd180c\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00066-faf0cd180c.json
cocc-00067-88b6e8e3cc,1,test,09c2a7bba8d858ad8cdcef6f5376da964432a866098797690c22fd25468a560f,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00067-88b6e8e3cc.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00067-88b6e8e3cc\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00067-88b6e8e3cc.json
cocc-00068-732aa84e41,1,test,36be8183ad9f1ed708b2adf1fa35c18d9aa1cc99c0670b430a22378ee35ca8db,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00068-732aa84e41.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00068-732aa84e41\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00068-732aa84e41.json
cocc-00069-3432f85fc0,1,test,e29afc813de881a46eadc804f6755dc929d192daecedfd7cb639f42a6d3fd00a,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00069-3432f85fc0.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00069-3432f85fc0\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00069-3432f85fc0.json
cocc-00070-8c07513fdd,1,test,1ff006fc1ff9c40f77c796b1386ec9b2e03c026af03a843c52bdde501cd49221,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00070-8c07513fdd.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00070-8c07513fdd\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00070-8c07513fdd.json
cocc-00071-6c7cc06d30,1,test,db3ce696964d3f1a802772d5133b59c5a54b445241c5efae6a2e6cef5b6dd4e4,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00071-6c7cc06d30.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00071-6c7cc06d30\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00071-6c7cc06d30.json
cocc-00072-30fe36f007,1,test,d8a1082b68a287d591a958486dc8e132b2ef7673a21ec940917a6ba13fab69da,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00072-30fe36f007.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00072-30fe36f007\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00072-30fe36f007.json
cocc-00073-58ed2235f4,0,test,acec32b9a99f846cf042c33819d341da0e15c5f53871575274f055f23d37b365,84,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00073-58ed2235f4.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00073-58ed2235f4\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00073-58ed2235f4.json
cocc-00074-af6d297ddd,1,test,6db3a80d114584ffdeec29c55e40071a03e42380db300aa7c452eb8790fd10a0,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00074-af6d297ddd.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00074-af6d297ddd\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00074-af6d297ddd.json
cocc-00075-3b35f015d3,1,test,b72b9e445e2cda580ee6157ac2d46a1d6683a42d94de92256ffbcfd7f3803949,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00075-3b35f015d3.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00075-3b35f015d3\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00075-3b35f015d3.json
cocc-00076-08da762404,1,test,08c6f6cb289f84a3beefea674deba98e485691f1d1cc06df80dd1674fd6706c9,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00076-08da762404.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00076-08da762404\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00076-08da762404.json
cocc-00077-58e91daba6,1,test,cb68dbec7d3df2537d3ad28cf2e941a2e2c6621049565051b63780573661e131,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00077-58e91daba6.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00077-58e91daba6\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00077-58e91daba6.json
cocc-00078-353a50ce82,1,test,2021cbc81876bee1ea9ea156174e79e2b89bda1a5473bb5138d36f6ad25605fd,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00078-353a50ce82.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00078-353a50ce82\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00078-353a50ce82.json
cocc-00079-b4580c908b,0,test,f44e880825c750bbfe6c987d1bc74f87fcb179284ade56dbb7f19c6ab4cc08a5,77,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00079-b4580c908b.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00079-b4580c908b\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00079-b4580c908b.json
cocc-00080-3b812284d9,0,test,33d1b80a149c66dd3e9b6f9d98a73b0181d5edf36771800847064d0afa5f7a71,121,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00080-3b812284d9.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00080-3b812284d9\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00080-3b812284d9.json
cocc-00081-d404824bd9,1,test,685090b2f8ece990836ce5fbb6636c0d8ba1d9678e5762c5375e3a0fddecf087,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00081-d404824bd9.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00081-d404824bd9\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00081-d404824bd9.json
cocc-00082-d93df07556,1,test,b573ebf82028a56d9d724124bd51e072b175d160695e2735b0fa4ae5e4c79fd1,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00082-d93df07556.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00082-d93df07556\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00082-d93df07556.json
cocc-00083-5125be9729,1,test,18c6c376df8c76ea90c0f9eb2c2873ee1cb43d5a37e5281fb242c2b97c26ee04,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00083-5125be9729.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00083-5125be9729\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00083-5125be9729.json
cocc-00084-9e9b4d34b1,1,test,0e6da782fd921bc121dc0eeb0218d17fcfdd566b898c241b32a9835a35fc24e5,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00084-9e9b4d34b1.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00084-9e9b4d34b1\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00084-9e9b4d34b1.json
cocc-00085-9eeafa47fb,1,test,0258177156a9969969739bb1fd01f8fa55490e292db9888db4517cc9ea742f7e,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00085-9eeafa47fb.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00085-9eeafa47fb\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00085-9eeafa47fb.json
cocc-00086-56f8fd8103,1,test,69ceb78f3b78535dd8d5b35bbb77f550527ee90ede08d8230cae8eee4103b9d6,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00086-56f8fd8103.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00086-56f8fd8103\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00086-56f8fd8103.json
cocc-00087-a63b7a116d,1,test,85a915d17097bdeb601dedc2e72ce795cd1c4f480e1b34005a8046dbf6d68fec,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00087-a63b7a116d.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00087-a63b7a116d\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00087-a63b7a116d.json
cocc-00088-d4cea92d1a,1,test,2acee0ce6421d1b64d86cc141ef89090305ec18652dcf7d264cb034739e2c1b1,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00088-d4cea92d1a.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00088-d4cea92d1a\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00088-d4cea92d1a.json
cocc-00089-3ed5448e88,1,test,ea52aa5790c19a98a922996e64238e82847e4c533a9af1acb0ef8b70cf8aaa77,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00089-3ed5448e88.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00089-3ed5448e88\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00089-3ed5448e88.json
cocc-00090-f1a166a067,0,test,0c6dbdad91c6e340cc1b05f50806f2aba0cefe0e3a043337dd884db6df85a570,67,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00090-f1a166a067.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00090-f1a166a067\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00090-f1a166a067.json
cocc-00091-e36cea5518,1,test,374313d96f3fe2b592fd9c2876e8d7eec40fe8e5fdaef321b3604ea45dc9504e,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00091-e36cea5518.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00091-e36cea5518\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00091-e36cea5518.json
cocc-00092-4f1fdc24d5,1,test,1d2db6db4635c05a0902d6f8cb10be58a924c34dee511ee6fa1b2d819eac3c02,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00092-4f1fdc24d5.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00092-4f1fdc24d5\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00092-4f1fdc24d5.json
cocc-00093-acf62f786d,1,test,19ea865bcc1b5d90ecddb84f53183bd1dc80dea54b7afbf7f3dc9fb89f01d4ed,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00093-acf62f786d.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00093-acf62f786d\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00093-acf62f786d.json
cocc-00094-f3fd9443f7,0,test,4c36c775b818b891dca3ff4671f709de87ed56fdc9e0893846f27dd0bd0ecc9a,98,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00094-f3fd9443f7.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00094-f3fd9443f7\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00094-f3fd9443f7.json
cocc-00095-88a239118c,1,test,edaa8bc3853e1f941ec479f2ad7927d9d94455bceff5aa2447144a862eff65a0,54,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00095-88a239118c.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00095-88a239118c\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00095-88a239118c.json
cocc-00096-323a296cb6,1,test,2651ef0848ad80b3455337e9f54ec9ed24338c7a5bd86c5c5aab996b35fd3804,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00096-323a296cb6.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00096-323a296cb6\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00096-323a296cb6.json
cocc-00097-fb538292e8,0,test,f7df34ce0a0ad316102e14805abb58702380eadbe511ccddedeef89f20dd1dbb,71,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00097-fb538292e8.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00097-fb538292e8\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00097-fb538292e8.json
cocc-00098-84bc87ffaf,1,test,3d49ab508c58b7a14622eb81075e157505aa65c881f27bae82915b0f9742724c,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00098-84bc87ffaf.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00098-84bc87ffaf\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00098-84bc87ffaf.json
cocc-00099-fdbe41696f,1,test,8e2d91da4e36f2d82d3df133ac8f1f274430573c394b0b4a86cf18190e51cd5a,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00099-fdbe41696f.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00099-fdbe41696f\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00099-fdbe41696f.json
cocc-00100-7b49e874ac,1,test,51c94a510b50e68f490e35edd977845f9b008e3bb1a5c7f0d8eecf8b0b9794bf,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00100-7b49e874ac.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00100-7b49e874ac\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00100-7b49e874ac.json
cocc-00101-b10b195529,1,test,4d364fbb3786fc31157cc1e2a2671aac0e36348ae9d6b4ba4459ee883c240fe8,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00101-b10b195529.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00101-b10b195529\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00101-b10b195529.json
cocc-00102-8ea3a59f52,1,test,e4890f15c8a2d18ec1fbe938698d8bc1d83ce1ff91aaf7e932b8b6f176262818,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00102-8ea3a59f52.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00102-8ea3a59f52\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00102-8ea3a59f52.json
cocc-00103-9ad4b5f102,1,test,8a159f78a49736dca055bcfeef04680031629c39f31509cf63226fc0517eb55a,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00103-9ad4b5f102.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00103-9ad4b5f102\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00103-9ad4b5f102.json
cocc-00104-07e9a41a95,1,test,de27088fdf91b0a55c1117c3d43ad65853d103bbfc61fe419c7324cdc168d0e3,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00104-07e9a41a95.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00104-07e9a41a95\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00104-07e9a41a95.json
cocc-00105-6946f7e6bd,1,test,593543ef557c79fc676ce344e7bf8a3e70c41136766d9371ef9f628906753002,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00105-6946f7e6bd.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00105-6946f7e6bd\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00105-6946f7e6bd.json
cocc-00106-f3e8df8671,1,test,dba91922f9ead2a8d951740946e74c55d9cc71424f7c6cfff81d4c7ffcdd480f,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00106-f3e8df8671.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00106-f3e8df8671\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00106-f3e8df8671.json
cocc-00107-866fda3b24,0,test,976d5deeab73696c64139c0ae7f4aea96eb7312bac9d8a632575d37a658c8a6d,84,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00107-866fda3b24.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00107-866fda3b24\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00107-866fda3b24.json
cocc-00108-111122a17e,1,test,144dc53d5dff011b70e273ff282f86c2976c8268811315f548ae013705941ba8,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00108-111122a17e.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00108-111122a17e\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00108-111122a17e.json
cocc-00109-fe679f029f,0,test,73e7f3f802b0e91918289aaf046a099d54e2d1dd1143d3de75d61b676ed81954,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00109-fe679f029f.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00109-fe679f029f\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00109-fe679f029f.json
cocc-00110-89b1c30ddf,1,test,92a7194ae5db4ecb83f724e83d0d50b3c216561849b48f4d60946b3b0a301a3a,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00110-89b1c30ddf.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00110-89b1c30ddf\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00110-89b1c30ddf.json
cocc-00111-ef08ed83f5,1,test,2ffb714522d67ca2d1a34af7e9d97d3a95df73ba618ff2e2071194f7b790cb74,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00111-ef08ed83f5.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00111-ef08ed83f5\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00111-ef08ed83f5.json
cocc-00112-126e8a04a5,1,test,5d1a8659abe2b8e0ed3b158d746fe06bd5bd12f4520ff900a835cdb76ae75ef5,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00112-126e8a04a5.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00112-126e8a04a5\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00112-126e8a04a5.json
cocc-00113-f12c0d097b,1,test,5119e090c80757fec3c9f1dca46e3481688fed2fea905db0af7994857abb92a6,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00113-f12c0d097b.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00113-f12c0d097b\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00113-f12c0d097b.json
cocc-00114-19d9ea1d8f,1,test,59f6c59d4e41b4a773ee9861eef9903a8ccab77bca9875573f5b971eebff5b91,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00114-19d9ea1d8f.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00114-19d9ea1d8f\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00114-19d9ea1d8f.json
cocc-00115-c4cc389bdc,1,test,29c550b073ecb595e495821099fbb544bf151601b0139b02340d650417411ed6,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00115-c4cc389bdc.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00115-c4cc389bdc\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00115-c4cc389bdc.json
cocc-00116-818e9a9a70,0,test,2eab8676deafcd2510a31613085a1242fb15f413789aa73787d541aae745818d,62,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00116-818e9a9a70.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00116-818e9a9a70\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00116-818e9a9a70.json
cocc-00117-316a511790,1,test,fdd25b9aeb3d9e6280b54270177d99d06f9a0c8d7fb526d40a9569382ed395b3,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00117-316a511790.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00117-316a511790\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00117-316a511790.json
cocc-00118-867bd528cc,1,test,6b4dd2d449aa8727c4af08d17825f7d19ce1bd56f0ef42da4e014c058f872bdd,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00118-867bd528cc.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00118-867bd528cc\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00118-867bd528cc.json
cocc-00119-0316dbc3ab,1,test,b39885a157fd0cbf181d1c17bcc1517638727e04513097d6ddc4c1d51ea5f4b1,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00119-0316dbc3ab.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00119-0316dbc3ab\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00119-0316dbc3ab.json
cocc-00120-0903e50441,1,test,620e9c1f98e4730c1968dd7e14627cdff6689e377fa8ff7d5be4fd3540b57543,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00120-0903e50441.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00120-0903e50441\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00120-0903e50441.json
cocc-00121-39da9c1dd8,1,test,c50f690cc8d00710436414bf57d4d0fe5e69e3613d8f757871526e0e6b8da94f,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00121-39da9c1dd8.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00121-39da9c1dd8\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00121-39da9c1dd8.json
cocc-00122-70663cd689,1,test,9f1852598c61072889b49e34db410d0fd1b1af29332186bfe169fe81546e47d4,94,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00122-70663cd689.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00122-70663cd689\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00122-70663cd689.json
cocc-00123-13de16d37e,1,test,4a8ed6268c1741e4d3b85f8e40aeddc34d35a965671eaa5207abd4cdef049d6f,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00123-13de16d37e.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00123-13de16d37e\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00123-13de16d37e.json
cocc-00124-12c093f88a,1,test,fe6340be87fd5e43b7f0cac5741e76205dd69a68b2024fda16c696848a720f7a,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00124-12c093f88a.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00124-12c093f88a\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00124-12c093f88a.json
cocc-00125-156900e4ce,1,test,be1dfca7b57921df356fe39227da629c8ce9d04ea37b7dc109639a2cd99b127a,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00125-156900e4ce.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00125-156900e4ce\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00125-156900e4ce.json
cocc-00126-020fdb6c97,1,test,698eddbc91b225fd427a99e6d0c194e32cb8c99dd4322cb25c5cd52c52184ef2,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00126-020fdb6c97.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00126-020fdb6c97\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00126-020fdb6c97.json
cocc-00127-4ea3cfa1ba,0,test,a762afde67e034ebaa109a994329ccd09efa8676e4fab6ceabb99e119d4d725f,310,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00127-4ea3cfa1ba.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00127-4ea3cfa1ba\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00127-4ea3cfa1ba.json
